NeJyoKu		"<img src=""K-NeJyoKu-diminished-first inversion-keyboard.png"">"	"<img src=""K-NeJyoKu-diminished-first inversion-pianoroll.png"">"	diminished first inversion	"<img src=""K-NeJyoKu-diminished-first inversion-keyboard-coloured.png"">"	"<img src=""K-NeJyoKu-diminished-first inversion-pianoroll-coloured.png"">"	duplicate
GyKuMa		"<img src=""K-GyKuMa-major-second inversion-keyboard.png"">"	"<img src=""K-GyKuMa-major-second inversion-pianoroll.png"">"	major second inversion	"<img src=""K-GyKuMa-major-second inversion-keyboard-coloured.png"">"	"<img src=""K-GyKuMa-major-second inversion-pianoroll-coloured.png"">"	duplicate
GyKuNi		"<img src=""K-GyKuNi-minor-second inversion-keyboard.png"">"	"<img src=""K-GyKuNi-minor-second inversion-pianoroll.png"">"	minor second inversion	"<img src=""K-GyKuNi-minor-second inversion-keyboard-coloured.png"">"	"<img src=""K-GyKuNi-minor-second inversion-pianoroll-coloured.png"">"	duplicate
RyKuMa		"<img src=""K-RyKuMa-augmented-second inversion-keyboard.png"">"	"<img src=""K-RyKuMa-augmented-second inversion-pianoroll.png"">"	augmented second inversion	"<img src=""K-RyKuMa-augmented-second inversion-keyboard-coloured.png"">"	"<img src=""K-RyKuMa-augmented-second inversion-pianoroll-coloured.png"">"	duplicate
JyoKuNi		"<img src=""K-JyoKuNi-diminished-second inversion-keyboard.png"">"	"<img src=""K-JyoKuNi-diminished-second inversion-pianoroll.png"">"	diminished second inversion	"<img src=""K-JyoKuNi-diminished-second inversion-keyboard-coloured.png"">"	"<img src=""K-JyoKuNi-diminished-second inversion-pianoroll-coloured.png"">"	duplicate
TuMiRu		"<img src=""T-TuMiRu-minor-root-keyboard.png"">"	"<img src=""T-TuMiRu-minor-root-pianoroll.png"">"	minor root	"<img src=""T-TuMiRu-minor-root-keyboard-coloured.png"">"	"<img src=""T-TuMiRu-minor-root-pianoroll-coloured.png"">"	
TuFaLu		"<img src=""T-TuFaLu-augmented-root-keyboard.png"">"	"<img src=""T-TuFaLu-augmented-root-pianoroll.png"">"	augmented root	"<img src=""T-TuFaLu-augmented-root-keyboard-coloured.png"">"	"<img src=""T-TuFaLu-augmented-root-pianoroll-coloured.png"">"	
TuMiGya		"<img src=""T-TuMiGya-diminished-root-keyboard.png"">"	"<img src=""T-TuMiGya-diminished-root-pianoroll.png"">"	diminished root	"<img src=""T-TuMiGya-diminished-root-keyboard-coloured.png"">"	"<img src=""T-TuMiGya-diminished-root-pianoroll-coloured.png"">"	
FoRyTu		"<img src=""T-FoRyTu-major-first inversion-keyboard.png"">"	"<img src=""T-FoRyTu-major-first inversion-pianoroll.png"">"	major first inversion	"<img src=""T-FoRyTu-major-first inversion-keyboard-coloured.png"">"	"<img src=""T-FoRyTu-major-first inversion-pianoroll-coloured.png"">"	
MeRyTu		"<img src=""T-MeRyTu-minor-first inversion-keyboard.png"">"	"<img src=""T-MeRyTu-minor-first inversion-pianoroll.png"">"	minor first inversion	"<img src=""T-MeRyTu-minor-first inversion-keyboard-coloured.png"">"	"<img src=""T-MeRyTu-minor-first inversion-pianoroll-coloured.png"">"	
FoLyTu		"<img src=""T-FoLyTu-augmented-first inversion-keyboard.png"">"	"<img src=""T-FoLyTu-augmented-first inversion-pianoroll.png"">"	augmented first inversion	"<img src=""T-FoLyTu-augmented-first inversion-keyboard-coloured.png"">"	"<img src=""T-FoLyTu-augmented-first inversion-pianoroll-coloured.png"">"	
MeGyoTu		"<img src=""T-MeGyoTu-diminished-first inversion-keyboard.png"">"	"<img src=""T-MeGyoTu-diminished-first inversion-pianoroll.png"">"	diminished first inversion	"<img src=""T-MeGyoTu-diminished-first inversion-keyboard-coloured.png"">"	"<img src=""T-MeGyoTu-diminished-first inversion-pianoroll-coloured.png"">"	
RyTuFa		"<img src=""T-RyTuFa-major-second inversion-keyboard.png"">"	"<img src=""T-RyTuFa-major-second inversion-pianoroll.png"">"	major second inversion	"<img src=""T-RyTuFa-major-second inversion-keyboard-coloured.png"">"	"<img src=""T-RyTuFa-major-second inversion-pianoroll-coloured.png"">"	
RyTuMi		"<img src=""T-RyTuMi-minor-second inversion-keyboard.png"">"	"<img src=""T-RyTuMi-minor-second inversion-pianoroll.png"">"	minor second inversion	"<img src=""T-RyTuMi-minor-second inversion-keyboard-coloured.png"">"	"<img src=""T-RyTuMi-minor-second inversion-pianoroll-coloured.png"">"	
LyTuFa		"<img src=""T-LyTuFa-augmented-second inversion-keyboard.png"">"	"<img src=""T-LyTuFa-augmented-second inversion-pianoroll.png"">"	augmented second inversion	"<img src=""T-LyTuFa-augmented-second inversion-keyboard-coloured.png"">"	"<img src=""T-LyTuFa-augmented-second inversion-pianoroll-coloured.png"">"	
GyoTuMi		"<img src=""T-GyoTuMi-diminished-second inversion-keyboard.png"">"	"<img src=""T-GyoTuMi-diminished-second inversion-pianoroll.png"">"	diminished second inversion	"<img src=""T-GyoTuMi-diminished-second inversion-keyboard-coloured.png"">"	"<img src=""T-GyoTuMi-diminished-second inversion-pianoroll-coloured.png"">"	
DuJaLu		"<img src=""D-DuJaLu-major-root-keyboard.png"">"	"<img src=""D-DuJaLu-major-root-pianoroll.png"">"	major root	"<img src=""D-DuJaLu-major-root-keyboard-coloured.png"">"	"<img src=""D-DuJaLu-major-root-pianoroll-coloured.png"">"	
DuFiLu		"<img src=""D-DuFiLu-minor-root-keyboard.png"">"	"<img src=""D-DuFiLu-minor-root-pianoroll.png"">"	minor root	"<img src=""D-DuFiLu-minor-root-keyboard-coloured.png"">"	"<img src=""D-DuFiLu-minor-root-pianoroll-coloured.png"">"	
DuJaPu		"<img src=""D-DuJaPu-augmented-root-keyboard.png"">"	"<img src=""D-DuJaPu-augmented-root-pianoroll.png"">"	augmented root	"<img src=""D-DuJaPu-augmented-root-keyboard-coloured.png"">"	"<img src=""D-DuJaPu-augmented-root-pianoroll-coloured.png"">"	
DuFiRya		"<img src=""D-DuFiRya-diminished-root-keyboard.png"">"	"<img src=""D-DuFiRya-diminished-root-pianoroll.png"">"	diminished root	"<img src=""D-DuFiRya-diminished-root-keyboard-coloured.png"">"	"<img src=""D-DuFiRya-diminished-root-pianoroll-coloured.png"">"	
JoLyDu		"<img src=""D-JoLyDu-major-first inversion-keyboard.png"">"	"<img src=""D-JoLyDu-major-first inversion-pianoroll.png"">"	major first inversion	"<img src=""D-JoLyDu-major-first inversion-keyboard-coloured.png"">"	"<img src=""D-JoLyDu-major-first inversion-pianoroll-coloured.png"">"	
FeLyDu		"<img src=""D-FeLyDu-minor-first inversion-keyboard.png"">"	"<img src=""D-FeLyDu-minor-first inversion-pianoroll.png"">"	minor first inversion	"<img src=""D-FeLyDu-minor-first inversion-keyboard-coloured.png"">"	"<img src=""D-FeLyDu-minor-first inversion-pianoroll-coloured.png"">"	
JoPyDu		"<img src=""D-JoPyDu-augmented-first inversion-keyboard.png"">"	"<img src=""D-JoPyDu-augmented-first inversion-pianoroll.png"">"	augmented first inversion	"<img src=""D-JoPyDu-augmented-first inversion-keyboard-coloured.png"">"	"<img src=""D-JoPyDu-augmented-first inversion-pianoroll-coloured.png"">"	
FeRyoDu		"<img src=""D-FeRyoDu-diminished-first inversion-keyboard.png"">"	"<img src=""D-FeRyoDu-diminished-first inversion-pianoroll.png"">"	diminished first inversion	"<img src=""D-FeRyoDu-diminished-first inversion-keyboard-coloured.png"">"	"<img src=""D-FeRyoDu-diminished-first inversion-pianoroll-coloured.png"">"	
LyDuJa		"<img src=""D-LyDuJa-major-second inversion-keyboard.png"">"	"<img src=""D-LyDuJa-major-second inversion-pianoroll.png"">"	major second inversion	"<img src=""D-LyDuJa-major-second inversion-keyboard-coloured.png"">"	"<img src=""D-LyDuJa-major-second inversion-pianoroll-coloured.png"">"	
LyDuFi		"<img src=""D-LyDuFi-minor-second inversion-keyboard.png"">"	"<img src=""D-LyDuFi-minor-second inversion-pianoroll.png"">"	minor second inversion	"<img src=""D-LyDuFi-minor-second inversion-keyboard-coloured.png"">"	"<img src=""D-LyDuFi-minor-second inversion-pianoroll-coloured.png"">"	
PyDuJa		"<img src=""D-PyDuJa-augmented-second inversion-keyboard.png"">"	"<img src=""D-PyDuJa-augmented-second inversion-pianoroll.png"">"	augmented second inversion	"<img src=""D-PyDuJa-augmented-second inversion-keyboard-coloured.png"">"	"<img src=""D-PyDuJa-augmented-second inversion-pianoroll-coloured.png"">"	
RyoDuFi		"<img src=""D-RyoDuFi-diminished-second inversion-keyboard.png"">"	"<img src=""D-RyoDuFi-diminished-second inversion-pianoroll.png"">"	diminished second inversion	"<img src=""D-RyoDuFi-diminished-second inversion-keyboard-coloured.png"">"	"<img src=""D-RyoDuFi-diminished-second inversion-pianoroll-coloured.png"">"	
NuGaPu		"<img src=""N-NuGaPu-major-root-keyboard.png"">"	"<img src=""N-NuGaPu-major-root-pianoroll.png"">"	major root	"<img src=""N-NuGaPu-major-root-keyboard-coloured.png"">"	"<img src=""N-NuGaPu-major-root-pianoroll-coloured.png"">"	
NuJiPu		"<img src=""N-NuJiPu-minor-root-keyboard.png"">"	"<img src=""N-NuJiPu-minor-root-pianoroll.png"">"	minor root	"<img src=""N-NuJiPu-minor-root-keyboard-coloured.png"">"	"<img src=""N-NuJiPu-minor-root-pianoroll-coloured.png"">"	
NuGaBu		"<img src=""N-NuGaBu-augmented-root-keyboard.png"">"	"<img src=""N-NuGaBu-augmented-root-pianoroll.png"">"	augmented root	"<img src=""N-NuGaBu-augmented-root-keyboard-coloured.png"">"	"<img src=""N-NuGaBu-augmented-root-pianoroll-coloured.png"">"	
NuJiLya		"<img src=""N-NuJiLya-diminished-root-keyboard.png"">"	"<img src=""N-NuJiLya-diminished-root-pianoroll.png"">"	diminished root	"<img src=""N-NuJiLya-diminished-root-keyboard-coloured.png"">"	"<img src=""N-NuJiLya-diminished-root-pianoroll-coloured.png"">"	
GoPyNu		"<img src=""N-GoPyNu-major-first inversion-keyboard.png"">"	"<img src=""N-GoPyNu-major-first inversion-pianoroll.png"">"	major first inversion	"<img src=""N-GoPyNu-major-first inversion-keyboard-coloured.png"">"	"<img src=""N-GoPyNu-major-first inversion-pianoroll-coloured.png"">"	
JePyNu		"<img src=""N-JePyNu-minor-first inversion-keyboard.png"">"	"<img src=""N-JePyNu-minor-first inversion-pianoroll.png"">"	minor first inversion	"<img src=""N-JePyNu-minor-first inversion-keyboard-coloured.png"">"	"<img src=""N-JePyNu-minor-first inversion-pianoroll-coloured.png"">"	
GoByNu		"<img src=""N-GoByNu-augmented-first inversion-keyboard.png"">"	"<img src=""N-GoByNu-augmented-first inversion-pianoroll.png"">"	augmented first inversion	"<img src=""N-GoByNu-augmented-first inversion-keyboard-coloured.png"">"	"<img src=""N-GoByNu-augmented-first inversion-pianoroll-coloured.png"">"	
JeLyoNu		"<img src=""N-JeLyoNu-diminished-first inversion-keyboard.png"">"	"<img src=""N-JeLyoNu-diminished-first inversion-pianoroll.png"">"	diminished first inversion	"<img src=""N-JeLyoNu-diminished-first inversion-keyboard-coloured.png"">"	"<img src=""N-JeLyoNu-diminished-first inversion-pianoroll-coloured.png"">"	
PyNuGa		"<img src=""N-PyNuGa-major-second inversion-keyboard.png"">"	"<img src=""N-PyNuGa-major-second inversion-pianoroll.png"">"	major second inversion	"<img src=""N-PyNuGa-major-second inversion-keyboard-coloured.png"">"	"<img src=""N-PyNuGa-major-second inversion-pianoroll-coloured.png"">"	
PyNuJi		"<img src=""N-PyNuJi-minor-second inversion-keyboard.png"">"	"<img src=""N-PyNuJi-minor-second inversion-pianoroll.png"">"	minor second inversion	"<img src=""N-PyNuJi-minor-second inversion-keyboard-coloured.png"">"	"<img src=""N-PyNuJi-minor-second inversion-pianoroll-coloured.png"">"	
ByNuGa		"<img src=""N-ByNuGa-augmented-second inversion-keyboard.png"">"	"<img src=""N-ByNuGa-augmented-second inversion-pianoroll.png"">"	augmented second inversion	"<img src=""N-ByNuGa-augmented-second inversion-keyboard-coloured.png"">"	"<img src=""N-ByNuGa-augmented-second inversion-pianoroll-coloured.png"">"	
LyoNuJi		"<img src=""N-LyoNuJi-diminished-second inversion-keyboard.png"">"	"<img src=""N-LyoNuJi-diminished-second inversion-pianoroll.png"">"	diminished second inversion	"<img src=""N-LyoNuJi-diminished-second inversion-keyboard-coloured.png"">"	"<img src=""N-LyoNuJi-diminished-second inversion-pianoroll-coloured.png"">"	
MuRaBu		"<img src=""M-MuRaBu-major-root-keyboard.png"">"	"<img src=""M-MuRaBu-major-root-pianoroll.png"">"	major root	"<img src=""M-MuRaBu-major-root-keyboard-coloured.png"">"	"<img src=""M-MuRaBu-major-root-pianoroll-coloured.png"">"	
MuGiBu		"<img src=""M-MuGiBu-minor-root-keyboard.png"">"	"<img src=""M-MuGiBu-minor-root-pianoroll.png"">"	minor root	"<img src=""M-MuGiBu-minor-root-keyboard-coloured.png"">"	"<img src=""M-MuGiBu-minor-root-pianoroll-coloured.png"">"	
MuRaKu		"<img src=""M-MuRaKu-augmented-root-keyboard.png"">"	"<img src=""M-MuRaKu-augmented-root-pianoroll.png"">"	augmented root	"<img src=""M-MuRaKu-augmented-root-keyboard-coloured.png"">"	"<img src=""M-MuRaKu-augmented-root-pianoroll-coloured.png"">"	
MuGiPya		"<img src=""M-MuGiPya-diminished-root-keyboard.png"">"	"<img src=""M-MuGiPya-diminished-root-pianoroll.png"">"	diminished root	"<img src=""M-MuGiPya-diminished-root-keyboard-coloured.png"">"	"<img src=""M-MuGiPya-diminished-root-pianoroll-coloured.png"">"	
RoByMu		"<img src=""M-RoByMu-major-first inversion-keyboard.png"">"	"<img src=""M-RoByMu-major-first inversion-pianoroll.png"">"	major first inversion	"<img src=""M-RoByMu-major-first inversion-keyboard-coloured.png"">"	"<img src=""M-RoByMu-major-first inversion-pianoroll-coloured.png"">"	
GeByMu		"<img src=""M-GeByMu-minor-first inversion-keyboard.png"">"	"<img src=""M-GeByMu-minor-first inversion-pianoroll.png"">"	minor first inversion	"<img src=""M-GeByMu-minor-first inversion-keyboard-coloured.png"">"	"<img src=""M-GeByMu-minor-first inversion-pianoroll-coloured.png"">"	
RoKyMu		"<img src=""M-RoKyMu-augmented-first inversion-keyboard.png"">"	"<img src=""M-RoKyMu-augmented-first inversion-pianoroll.png"">"	augmented first inversion	"<img src=""M-RoKyMu-augmented-first inversion-keyboard-coloured.png"">"	"<img src=""M-RoKyMu-augmented-first inversion-pianoroll-coloured.png"">"	
GePyoMu		"<img src=""M-GePyoMu-diminished-first inversion-keyboard.png"">"	"<img src=""M-GePyoMu-diminished-first inversion-pianoroll.png"">"	diminished first inversion	"<img src=""M-GePyoMu-diminished-first inversion-keyboard-coloured.png"">"	"<img src=""M-GePyoMu-diminished-first inversion-pianoroll-coloured.png"">"	
ByMuRa		"<img src=""M-ByMuRa-major-second inversion-keyboard.png"">"	"<img src=""M-ByMuRa-major-second inversion-pianoroll.png"">"	major second inversion	"<img src=""M-ByMuRa-major-second inversion-keyboard-coloured.png"">"	"<img src=""M-ByMuRa-major-second inversion-pianoroll-coloured.png"">"	
ByMuGi		"<img src=""M-ByMuGi-minor-second inversion-keyboard.png"">"	"<img src=""M-ByMuGi-minor-second inversion-pianoroll.png"">"	minor second inversion	"<img src=""M-ByMuGi-minor-second inversion-keyboard-coloured.png"">"	"<img src=""M-ByMuGi-minor-second inversion-pianoroll-coloured.png"">"	
KyMuRa		"<img src=""M-KyMuRa-augmented-second inversion-keyboard.png"">"	"<img src=""M-KyMuRa-augmented-second inversion-pianoroll.png"">"	augmented second inversion	"<img src=""M-KyMuRa-augmented-second inversion-keyboard-coloured.png"">"	"<img src=""M-KyMuRa-augmented-second inversion-pianoroll-coloured.png"">"	
PyoMuGi		"<img src=""M-PyoMuGi-diminished-second inversion-keyboard.png"">"	"<img src=""M-PyoMuGi-diminished-second inversion-pianoroll.png"">"	diminished second inversion	"<img src=""M-PyoMuGi-diminished-second inversion-keyboard-coloured.png"">"	"<img src=""M-PyoMuGi-diminished-second inversion-pianoroll-coloured.png"">"	
FuLaKu		"<img src=""F-FuLaKu-major-root-keyboard.png"">"	"<img src=""F-FuLaKu-major-root-pianoroll.png"">"	major root	"<img src=""F-FuLaKu-major-root-keyboard-coloured.png"">"	"<img src=""F-FuLaKu-major-root-pianoroll-coloured.png"">"	
FuRiKu		"<img src=""F-FuRiKu-minor-root-keyboard.png"">"	"<img src=""F-FuRiKu-minor-root-pianoroll.png"">"	minor root	"<img src=""F-FuRiKu-minor-root-keyboard-coloured.png"">"	"<img src=""F-FuRiKu-minor-root-pianoroll-coloured.png"">"	
FuLaTu		"<img src=""F-FuLaTu-augmented-root-keyboard.png"">"	"<img src=""F-FuLaTu-augmented-root-pianoroll.png"">"	augmented root	"<img src=""F-FuLaTu-augmented-root-keyboard-coloured.png"">"	"<img src=""F-FuLaTu-augmented-root-pianoroll-coloured.png"">"	
FuRiBya		"<img src=""F-FuRiBya-diminished-root-keyboard.png"">"	"<img src=""F-FuRiBya-diminished-root-pianoroll.png"">"	diminished root	"<img src=""F-FuRiBya-diminished-root-keyboard-coloured.png"">"	"<img src=""F-FuRiBya-diminished-root-pianoroll-coloured.png"">"	
LoKyFu		"<img src=""F-LoKyFu-major-first inversion-keyboard.png"">"	"<img src=""F-LoKyFu-major-first inversion-pianoroll.png"">"	major first inversion	"<img src=""F-LoKyFu-major-first inversion-keyboard-coloured.png"">"	"<img src=""F-LoKyFu-major-first inversion-pianoroll-coloured.png"">"	
ReKyFu		"<img src=""F-ReKyFu-minor-first inversion-keyboard.png"">"	"<img src=""F-ReKyFu-minor-first inversion-pianoroll.png"">"	minor first inversion	"<img src=""F-ReKyFu-minor-first inversion-keyboard-coloured.png"">"	"<img src=""F-ReKyFu-minor-first inversion-pianoroll-coloured.png"">"	
LoTyFu		"<img src=""F-LoTyFu-augmented-first inversion-keyboard.png"">"	"<img src=""F-LoTyFu-augmented-first inversion-pianoroll.png"">"	augmented first inversion	"<img src=""F-LoTyFu-augmented-first inversion-keyboard-coloured.png"">"	"<img src=""F-LoTyFu-augmented-first inversion-pianoroll-coloured.png"">"	
ReByoFu		"<img src=""F-ReByoFu-diminished-first inversion-keyboard.png"">"	"<img src=""F-ReByoFu-diminished-first inversion-pianoroll.png"">"	diminished first inversion	"<img src=""F-ReByoFu-diminished-first inversion-keyboard-coloured.png"">"	"<img src=""F-ReByoFu-diminished-first inversion-pianoroll-coloured.png"">"	
KyFuLa		"<img src=""F-KyFuLa-major-second inversion-keyboard.png"">"	"<img src=""F-KyFuLa-major-second inversion-pianoroll.png"">"	major second inversion	"<img src=""F-KyFuLa-major-second inversion-keyboard-coloured.png"">"	"<img src=""F-KyFuLa-major-second inversion-pianoroll-coloured.png"">"	
KyFuRi		"<img src=""F-KyFuRi-minor-second inversion-keyboard.png"">"	"<img src=""F-KyFuRi-minor-second inversion-pianoroll.png"">"	minor second inversion	"<img src=""F-KyFuRi-minor-second inversion-keyboard-coloured.png"">"	"<img src=""F-KyFuRi-minor-second inversion-pianoroll-coloured.png"">"	
TyFuLa		"<img src=""F-TyFuLa-augmented-second inversion-keyboard.png"">"	"<img src=""F-TyFuLa-augmented-second inversion-pianoroll.png"">"	augmented second inversion	"<img src=""F-TyFuLa-augmented-second inversion-keyboard-coloured.png"">"	"<img src=""F-TyFuLa-augmented-second inversion-pianoroll-coloured.png"">"	
ByoFuRi		"<img src=""F-ByoFuRi-diminished-second inversion-keyboard.png"">"	"<img src=""F-ByoFuRi-diminished-second inversion-pianoroll.png"">"	diminished second inversion	"<img src=""F-ByoFuRi-diminished-second inversion-keyboard-coloured.png"">"	"<img src=""F-ByoFuRi-diminished-second inversion-pianoroll-coloured.png"">"	
JuLiTu		"<img src=""J-JuLiTu-minor-root-keyboard.png"">"	"<img src=""J-JuLiTu-minor-root-pianoroll.png"">"	minor root	"<img src=""J-JuLiTu-minor-root-keyboard-coloured.png"">"	"<img src=""J-JuLiTu-minor-root-pianoroll-coloured.png"">"	
JuPaDu		"<img src=""J-JuPaDu-augmented-root-keyboard.png"">"	"<img src=""J-JuPaDu-augmented-root-pianoroll.png"">"	augmented root	"<img src=""J-JuPaDu-augmented-root-keyboard-coloured.png"">"	"<img src=""J-JuPaDu-augmented-root-pianoroll-coloured.png"">"	
JuLiKya		"<img src=""J-JuLiKya-diminished-root-keyboard.png"">"	"<img src=""J-JuLiKya-diminished-root-pianoroll.png"">"	diminished root	"<img src=""J-JuLiKya-diminished-root-keyboard-coloured.png"">"	"<img src=""J-JuLiKya-diminished-root-pianoroll-coloured.png"">"	
PoTyJu	Потыкал Жука	"<img src=""J-PoTyJu-major-first inversion-keyboard.png"">"	"<img src=""J-PoTyJu-major-first inversion-pianoroll.png"">"	major first inversion	"<img src=""J-PoTyJu-major-first inversion-keyboard-coloured.png"">"	"<img src=""J-PoTyJu-major-first inversion-pianoroll-coloured.png"">"	
LeTyJu		"<img src=""J-LeTyJu-minor-first inversion-keyboard.png"">"	"<img src=""J-LeTyJu-minor-first inversion-pianoroll.png"">"	minor first inversion	"<img src=""J-LeTyJu-minor-first inversion-keyboard-coloured.png"">"	"<img src=""J-LeTyJu-minor-first inversion-pianoroll-coloured.png"">"	
PoDyJu		"<img src=""J-PoDyJu-augmented-first inversion-keyboard.png"">"	"<img src=""J-PoDyJu-augmented-first inversion-pianoroll.png"">"	augmented first inversion	"<img src=""J-PoDyJu-augmented-first inversion-keyboard-coloured.png"">"	"<img src=""J-PoDyJu-augmented-first inversion-pianoroll-coloured.png"">"	
LeKyoJu		"<img src=""J-LeKyoJu-diminished-first inversion-keyboard.png"">"	"<img src=""J-LeKyoJu-diminished-first inversion-pianoroll.png"">"	diminished first inversion	"<img src=""J-LeKyoJu-diminished-first inversion-keyboard-coloured.png"">"	"<img src=""J-LeKyoJu-diminished-first inversion-pianoroll-coloured.png"">"	
TyJuPa		"<img src=""J-TyJuPa-major-second inversion-keyboard.png"">"	"<img src=""J-TyJuPa-major-second inversion-pianoroll.png"">"	major second inversion	"<img src=""J-TyJuPa-major-second inversion-keyboard-coloured.png"">"	"<img src=""J-TyJuPa-major-second inversion-pianoroll-coloured.png"">"	
TyJuLi		"<img src=""J-TyJuLi-minor-second inversion-keyboard.png"">"	"<img src=""J-TyJuLi-minor-second inversion-pianoroll.png"">"	minor second inversion	"<img src=""J-TyJuLi-minor-second inversion-keyboard-coloured.png"">"	"<img src=""J-TyJuLi-minor-second inversion-pianoroll-coloured.png"">"	
DyJuPa		"<img src=""J-DyJuPa-augmented-second inversion-keyboard.png"">"	"<img src=""J-DyJuPa-augmented-second inversion-pianoroll.png"">"	augmented second inversion	"<img src=""J-DyJuPa-augmented-second inversion-keyboard-coloured.png"">"	"<img src=""J-DyJuPa-augmented-second inversion-pianoroll-coloured.png"">"	
KyoJuLi		"<img src=""J-KyoJuLi-diminished-second inversion-keyboard.png"">"	"<img src=""J-KyoJuLi-diminished-second inversion-pianoroll.png"">"	diminished second inversion	"<img src=""J-KyoJuLi-diminished-second inversion-keyboard-coloured.png"">"	"<img src=""J-KyoJuLi-diminished-second inversion-pianoroll-coloured.png"">"	
GuBaDu		"<img src=""G-GuBaDu-major-root-keyboard.png"">"	"<img src=""G-GuBaDu-major-root-pianoroll.png"">"	major root	"<img src=""G-GuBaDu-major-root-keyboard-coloured.png"">"	"<img src=""G-GuBaDu-major-root-pianoroll-coloured.png"">"	
GuPiDu		"<img src=""G-GuPiDu-minor-root-keyboard.png"">"	"<img src=""G-GuPiDu-minor-root-pianoroll.png"">"	minor root	"<img src=""G-GuPiDu-minor-root-keyboard-coloured.png"">"	"<img src=""G-GuPiDu-minor-root-pianoroll-coloured.png"">"	
GuBaNu		"<img src=""G-GuBaNu-augmented-root-keyboard.png"">"	"<img src=""G-GuBaNu-augmented-root-pianoroll.png"">"	augmented root	"<img src=""G-GuBaNu-augmented-root-keyboard-coloured.png"">"	"<img src=""G-GuBaNu-augmented-root-pianoroll-coloured.png"">"	
GuPiTya		"<img src=""G-GuPiTya-diminished-root-keyboard.png"">"	"<img src=""G-GuPiTya-diminished-root-pianoroll.png"">"	diminished root	"<img src=""G-GuPiTya-diminished-root-keyboard-coloured.png"">"	"<img src=""G-GuPiTya-diminished-root-pianoroll-coloured.png"">"	
BoDyGu		"<img src=""G-BoDyGu-major-first inversion-keyboard.png"">"	"<img src=""G-BoDyGu-major-first inversion-pianoroll.png"">"	major first inversion	"<img src=""G-BoDyGu-major-first inversion-keyboard-coloured.png"">"	"<img src=""G-BoDyGu-major-first inversion-pianoroll-coloured.png"">"	
